WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,BRANDON JOHNSON,PAUL VALLAS,ANA GUAJARDO,CHRIS TALIAFERRO,KIM WALZ,RONNIE L. MOSLEY,ANGELA CLAY,MARTINA 'TINA' HONE,JESSICA W. GUTIERREZ,PRENTICE C. BUTLER,PETER CHICO,JOE DUNNE,LAMONT ROBINSON,TIMMY KNUDSEN,"GILBERT ""GIL"" VILLEGAS",LENI MANAA-HOPPENWORTH,CREATIVE SCOTT,CORNELL DANTZLER,BRIAN C. COMER,"ANTHONY ""TONY"" CIARAVINO",NICOLE LEE,RUTH CRUZ,MEGAN MATHIAS,WILLIAM E. HALL,DESMON C. YANCY,RICHARD A WOOTEN,CB JOHNSON,"LEONOR ""LORI"" TORRES WHITT",MONIQUE L. SCOTT,"JAMES ""JIM"" GARDINER"
1,1,1512,691,469,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1471,702,487,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1586,735,456,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,1518,594,466,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,1675,646,483,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,1410,569,367,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,1722,687,506,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,1448,547,352,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,932,356,206,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,1855,717,414,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,1770,594,407,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,786,294,190,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,1129,471,308,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,1089,386,205,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,1631,673,379,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,1615,691,406,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,1031,414,243,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,1640,557,335,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,1532,512,289,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,1354,492,283,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,1431,520,335,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,1905,685,414,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,962,330,191,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,1941,784,406,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,1899,679,336,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,1707,659,318,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,1779,571,143,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1847,759,180,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1443,414,132,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1572,448,116,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,1327,573,127,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,1637,792,169,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,1602,681,132,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,1138,576,98,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,1684,747,146,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,1072,323,93,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,1421,501,142,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,1338,500,179,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,1799,714,174,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,1028,442,127,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,1269,615,120,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,1398,687,132,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,1900,974,269,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,1406,509,178,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,765,324,79,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,854,418,97,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,280,144,33,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,1221,434,170,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,1304,498,183,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,940,447,126,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25,1540,666,170,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,1838,527,431,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,1257,592,487,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,1178,409,232,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1109,414,341,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,412,120,96,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,1550,493,335,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,706,318,236,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,1724,412,355,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,948,288,174,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,916,338,123,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,1952,553,463,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,1529,609,497,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,1442,737,280,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,1867,741,362,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,1543,445,357,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,674,318,200,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,629,127,102,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,909,163,130,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,1760,803,306,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,1338,543,436,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,1300,447,236,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,1074,400,281,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,898,184,143,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,508,100,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25,1837,788,203,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,26,1823,259,206,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27,1525,668,294,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1779,745,603,141,,,,,,,,213,,,496,,,,,,,,,,,,,,,,,
4,2,861,286,216,70,,,,,,,,103,,,176,,,,,,,,,,,,,,,,,
4,3,1033,478,351,127,,,,,,,,200,,,265,,,,,,,,,,,,,,,,,
4,4,1375,569,487,81,,,,,,,,207,,,351,,,,,,,,,,,,,,,,,
4,5,688,264,211,52,,,,,,,,72,,,184,,,,,,,,,,,,,,,,,
4,6,1046,404,288,115,,,,,,,,127,,,269,,,,,,,,,,,,,,,,,
4,7,683,323,237,85,,,,,,,,135,,,183,,,,,,,,,,,,,,,,,
4,8,819,405,320,85,,,,,,,,144,,,253,,,,,,,,,,,,,,,,,
4,9,1462,417,346,71,,,,,,,,151,,,260,,,,,,,,,,,,,,,,,
4,10,980,399,326,70,,,,,,,,131,,,261,,,,,,,,,,,,,,,,,
4,11,1235,535,430,104,,,,,,,,238,,,292,,,,,,,,,,,,,,,,,
4,12,785,378,283,90,,,,,,,,139,,,231,,,,,,,,,,,,,,,,,
4,13,933,366,293,69,,,,,,,,115,,,236,,,,,,,,,,,,,,,,,
4,14,822,366,299,66,,,,,,,,144,,,217,,,,,,,,,,,,,,,,,
4,15,847,331,255,76,,,,,,,,101,,,226,,,,,,,,,,,,,,,,,
4,16,1189,465,374,87,,,,,,,,163,,,292,,,,,,,,,,,,,,,,,
4,17,2009,549,449,93,,,,,,,,136,,,397,,,,,,,,,,,,,,,,,
4,18,856,174,147,24,,,,,,,,20,,,149,,,,,,,,,,,,,,,,,
4,19,828,434,318,115,,,,,,,,140,,,290,,,,,,,,,,,,,,,,,
4,20,1428,524,402,120,,,,,,,,129,,,388,,,,,,,,,,,,,,,,,
4,21,770,363,284,79,,,,,,,,128,,,229,,,,,,,,,,,,,,,,,
4,22,370,176,120,55,,,,,,,,31,,,140,,,,,,,,,,,,,,,,,
4,23,783,314,206,107,,,,,,,,75,,,229,,,,,,,,,,,,,,,,,
4,24,1536,642,459,182,,,,,,,,128,,,494,,,,,,,,,,,,,,,,,
4,25,1812,711,300,406,,,,,,,,242,,,436,,,,,,,,,,,,,,,,,
4,26,1400,739,315,420,,,,,,,,275,,,426,,,,,,,,,,,,,,,,,
4,27,1892,582,376,206,,,,,,,,167,,,382,,,,,,,,,,,,,,,,,
4,28,1688,712,399,311,,,,,,,,257,,,415,,,,,,,,,,,,,,,,,
5,1,1684,522,436,82,,,,,,180,,,,,,,,,,,,,,,,,330,,,,,
5,2,1625,633,487,146,,,,,,260,,,,,,,,,,,,,,,,,356,,,,,
5,3,1736,561,471,90,,,,,,167,,,,,,,,,,,,,,,,,376,,,,,
5,4,1784,492,394,97,,,,,,171,,,,,,,,,,,,,,,,,310,,,,,
5,5,446,200,154,44,,,,,,91,,,,,,,,,,,,,,,,,104,,,,,
5,6,642,234,176,57,,,,,,97,,,,,,,,,,,,,,,,,134,,,,,
5,7,563,112,87,24,,,,,,27,,,,,,,,,,,,,,,,,78,,,,,
5,8,601,171,127,44,,,,,,68,,,,,,,,,,,,,,,,,98,,,,,
5,9,486,153,117,36,,,,,,48,,,,,,,,,,,,,,,,,100,,,,,
5,10,985,216,178,38,,,,,,64,,,,,,,,,,,,,,,,,146,,,,,
5,11,1356,363,288,73,,,,,,135,,,,,,,,,,,,,,,,,218,,,,,
5,12,1227,658,439,216,,,,,,396,,,,,,,,,,,,,,,,,243,,,,,
5,13,749,253,217,35,,,,,,102,,,,,,,,,,,,,,,,,145,,,,,
5,14,837,292,241,51,,,,,,118,,,,,,,,,,,,,,,,,167,,,,,
5,15,1919,917,700,208,,,,,,482,,,,,,,,,,,,,,,,,408,,,,,
5,16,1194,537,378,150,,,,,,308,,,,,,,,,,,,,,,,,211,,,,,
5,17,819,399,300,97,,,,,,209,,,,,,,,,,,,,,,,,178,,,,,
5,18,1772,813,573,238,,,,,,462,,,,,,,,,,,,,,,,,326,,,,,
5,19,665,401,279,121,,,,,,203,,,,,,,,,,,,,,,,,190,,,,,
5,20,1241,603,492,111,,,,,,245,,,,,,,,,,,,,,,,,342,,,,,
5,21,1221,551,429,119,,,,,,255,,,,,,,,,,,,,,,,,272,,,,,
5,22,1421,627,507,119,,,,,,263,,,,,,,,,,,,,,,,,341,,,,,
5,23,691,318,205,110,,,,,,188,,,,,,,,,,,,,,,,,121,,,,,
5,24,855,433,329,100,,,,,,218,,,,,,,,,,,,,,,,,182,,,,,
5,25,1803,894,584,305,,,,,,549,,,,,,,,,,,,,,,,,324,,,,,
6,1,797,161,130,30,,,,,,,,,,,,,,,,,,,,,,76,,72,,,,
6,2,734,219,183,35,,,,,,,,,,,,,,,,,,,,,,111,,97,,,,
6,3,362,64,51,13,,,,,,,,,,,,,,,,,,,,,,34,,26,,,,
6,4,846,158,128,29,,,,,,,,,,,,,,,,,,,,,,76,,70,,,,
6,5,1215,222,170,50,,,,,,,,,,,,,,,,,,,,,,154,,59,,,,
6,6,1079,270,216,54,,,,,,,,,,,,,,,,,,,,,,133,,123,,,,
6,7,1271,327,266,61,,,,,,,,,,,,,,,,,,,,,,203,,114,,,,
6,8,945,243,188,53,,,,,,,,,,,,,,,,,,,,,,126,,103,,,,
6,9,1661,497,391,102,,,,,,,,,,,,,,,,,,,,,,335,,147,,,,
6,10,1275,306,251,53,,,,,,,,,,,,,,,,,,,,,,164,,125,,,,
6,11,639,123,97,24,,,,,,,,,,,,,,,,,,,,,,67,,53,,,,
6,12,1314,335,275,59,,,,,,,,,,,,,,,,,,,,,,176,,146,,,,
6,13,1126,433,350,82,,,,,,,,,,,,,,,,,,,,,,260,,160,,,,
6,14,1394,428,365,63,,,,,,,,,,,,,,,,,,,,,,239,,172,,,,
6,15,1664,406,322,84,,,,,,,,,,,,,,,,,,,,,,181,,211,,,,
6,16,893,253,194,58,,,,,,,,,,,,,,,,,,,,,,127,,119,,,,
6,17,1489,553,441,110,,,,,,,,,,,,,,,,,,,,,,315,,228,,,,
6,18,1520,583,467,115,,,,,,,,,,,,,,,,,,,,,,352,,217,,,,
6,19,1390,402,328,70,,,,,,,,,,,,,,,,,,,,,,206,,170,,,,
6,20,1578,644,529,114,,,,,,,,,,,,,,,,,,,,,,412,,218,,,,
6,21,1277,451,373,77,,,,,,,,,,,,,,,,,,,,,,283,,162,,,,
6,22,1918,647,534,111,,,,,,,,,,,,,,,,,,,,,,287,,339,,,,
6,23,1821,587,475,108,,,,,,,,,,,,,,,,,,,,,,287,,285,,,,
6,24,1373,544,425,117,,,,,,,,,,,,,,,,,,,,,,279,,251,,,,
6,25,870,412,320,89,,,,,,,,,,,,,,,,,,,,,,324,,85,,,,
6,26,1666,534,424,108,,,,,,,,,,,,,,,,,,,,,,285,,239,,,,
6,27,1670,619,516,101,,,,,,,,,,,,,,,,,,,,,,345,,259,,,,
7,1,1786,428,358,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,1697,580,473,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,1485,306,267,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,1453,335,263,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,1338,508,376,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,449,114,90,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,1408,246,192,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,851,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,1600,303,246,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1315,428,358,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,1155,398,317,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,1707,485,405,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13,1695,304,242,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14,1293,282,197,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15,1655,416,316,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16,662,155,110,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,17,580,119,87,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,18,238,96,74,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,19,1351,631,482,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,791,307,253,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,21,639,235,195,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,22,838,267,206,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,23,628,179,148,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,24,257,63,41,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,25,1026,303,244,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,26,1552,423,335,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27,941,267,212,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,28,579,147,120,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,29,784,226,182,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,791,202,170,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,31,323,110,86,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,1836,488,399,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,966,220,173,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,544,206,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,1555,450,364,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,925,319,263,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,1493,541,440,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,898,307,241,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,1478,647,511,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1401,390,325,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,2592,425,341,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,1225,398,328,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,946,471,376,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13,1024,428,331,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14,1368,482,391,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15,873,369,288,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1071,334,258,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,17,1351,594,437,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,18,1799,823,645,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,19,1806,564,457,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,1017,260,198,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,21,891,298,253,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,22,946,225,176,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,23,1813,599,489,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,24,1068,385,328,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,25,545,179,149,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,26,1115,321,276,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,27,1203,459,385,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,28,1014,300,238,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29,1079,411,343,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30,1130,382,297,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,1283,463,378,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,1465,289,239,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,555,168,148,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4,1039,344,279,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5,1078,353,286,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6,1455,580,444,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7,1651,447,361,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,1646,435,338,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,1221,269,201,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1556,574,459,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,880,172,139,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12,1408,533,431,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,1251,454,360,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14,1127,248,197,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15,1349,355,274,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,16,1890,459,370,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,740,129,100,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,18,1134,229,188,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,19,1094,176,120,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,1038,454,254,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,21,1808,400,320,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,22,1598,276,221,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,23,1057,250,213,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,24,1229,361,282,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,25,1043,280,222,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,26,1291,410,332,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,27,679,224,191,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,28,1066,160,121,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,29,1768,558,433,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30,1545,417,334,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,748,130,77,51,77,,,,,,,,50,,,,,,,,,,,,,,,,,,,
10,2,745,176,88,88,76,,,,,,,,96,,,,,,,,,,,,,,,,,,,
10,3,1266,252,126,124,155,,,,,,,,90,,,,,,,,,,,,,,,,,,,
10,4,1399,284,182,101,165,,,,,,,,111,,,,,,,,,,,,,,,,,,,
10,5,578,130,40,88,61,,,,,,,,67,,,,,,,,,,,,,,,,,,,
10,6,810,146,59,86,76,,,,,,,,69,,,,,,,,,,,,,,,,,,,
10,7,1180,354,102,247,173,,,,,,,,181,,,,,,,,,,,,,,,,,,,
10,8,1092,364,84,279,171,,,,,,,,192,,,,,,,,,,,,,,,,,,,
10,9,1409,340,126,211,179,,,,,,,,157,,,,,,,,,,,,,,,,,,,
10,10,1237,343,121,216,175,,,,,,,,165,,,,,,,,,,,,,,,,,,,
10,11,561,118,37,78,65,,,,,,,,53,,,,,,,,,,,,,,,,,,,
10,12,1130,322,105,216,135,,,,,,,,185,,,,,,,,,,,,,,,,,,,
10,13,1298,409,129,277,181,,,,,,,,222,,,,,,,,,,,,,,,,,,,
10,14,1641,608,161,441,245,,,,,,,,360,,,,,,,,,,,,,,,,,,,
10,15,1392,507,105,397,149,,,,,,,,354,,,,,,,,,,,,,,,,,,,
10,16,1658,571,146,424,238,,,,,,,,329,,,,,,,,,,,,,,,,,,,
10,17,1095,525,116,408,187,,,,,,,,336,,,,,,,,,,,,,,,,,,,
10,18,1671,653,140,510,146,,,,,,,,501,,,,,,,,,,,,,,,,,,,
10,19,1158,398,65,331,79,,,,,,,,313,,,,,,,,,,,,,,,,,,,
10,20,717,216,55,160,62,,,,,,,,154,,,,,,,,,,,,,,,,,,,
10,21,680,314,58,254,64,,,,,,,,247,,,,,,,,,,,,,,,,,,,
10,22,1460,609,98,510,131,,,,,,,,475,,,,,,,,,,,,,,,,,,,
10,23,1351,296,129,164,178,,,,,,,,108,,,,,,,,,,,,,,,,,,,
10,24,1285,109,76,31,84,,,,,,,,22,,,,,,,,,,,,,,,,,,,
10,25,1357,182,142,40,124,,,,,,,,41,,,,,,,,,,,,,,,,,,,
11,1,812,313,75,225,,,,,,,,,,,,,,,,,,38,269,,,,,,,,,
11,2,382,167,39,121,,,,,,,,,,,,,,,,,,17,146,,,,,,,,,
11,3,1903,825,158,643,,,,,,,,,,,,,,,,,,252,569,,,,,,,,,
11,4,1005,444,131,308,,,,,,,,,,,,,,,,,,147,290,,,,,,,,,
11,5,1203,535,155,370,,,,,,,,,,,,,,,,,,172,356,,,,,,,,,
11,6,1465,658,175,460,,,,,,,,,,,,,,,,,,214,438,,,,,,,,,
11,7,1447,598,99,472,,,,,,,,,,,,,,,,,,62,526,,,,,,,,,
11,8,1763,829,119,693,,,,,,,,,,,,,,,,,,224,595,,,,,,,,,
11,9,1557,688,114,558,,,,,,,,,,,,,,,,,,295,384,,,,,,,,,
11,10,333,185,20,150,,,,,,,,,,,,,,,,,,82,101,,,,,,,,,
11,11,244,163,25,110,,,,,,,,,,,,,,,,,,74,88,,,,,,,,,
11,12,388,230,30,199,,,,,,,,,,,,,,,,,,155,74,,,,,,,,,
11,13,1067,571,108,460,,,,,,,,,,,,,,,,,,238,331,,,,,,,,,
11,14,1871,937,278,653,,,,,,,,,,,,,,,,,,426,501,,,,,,,,,
11,15,1647,594,308,280,,,,,,,,,,,,,,,,,,191,392,,,,,,,,,
11,16,1598,732,330,398,,,,,,,,,,,,,,,,,,249,471,,,,,,,,,
11,17,1012,410,117,290,,,,,,,,,,,,,,,,,,162,244,,,,,,,,,
11,18,1555,557,146,401,,,,,,,,,,,,,,,,,,184,362,,,,,,,,,
11,19,453,163,49,114,,,,,,,,,,,,,,,,,,53,110,,,,,,,,,
11,20,918,509,156,348,,,,,,,,,,,,,,,,,,197,311,,,,,,,,,
11,21,1405,837,147,687,,,,,,,,,,,,,,,,,,412,421,,,,,,,,,
11,22,1234,650,78,568,,,,,,,,,,,,,,,,,,448,198,,,,,,,,,
11,23,1124,637,101,532,,,,,,,,,,,,,,,,,,337,294,,,,,,,,,
12,1,756,307,126,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,759,216,81,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3,901,398,199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4,864,323,154,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5,1057,346,118,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6,1093,290,110,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7,966,267,87,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8,849,279,86,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9,454,156,59,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,10,1199,277,127,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,956,230,81,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,1003,190,67,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,900,249,104,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,973,240,117,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,15,1209,255,89,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,16,1232,295,114,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,17,1007,223,97,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,18,1253,248,107,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,19,627,177,68,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,20,1114,215,93,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,907,262,125,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,22,1016,178,77,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,736,222,55,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2,896,272,76,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3,845,514,53,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4,1020,319,103,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5,670,330,55,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6,719,336,41,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,7,623,308,36,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8,962,376,94,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
